id,park_name,address,park_type,latitude,longitude,area,size,size_rank
101,汐見台公園,神奈川県横須賀市汐見台3-1-13,街区公園,35.26363433,139.6636569,市役所エリア,1156,中
102,馬堀海岸公園,神奈川県横須賀市馬堀海岸2-27,街区公園,35.26292928,139.7062679,大津エリア,17082,大
103,大津３丁目緑地,神奈川県横須賀市大津町3-51-7,その他,35.26238343,139.6972812,大津エリア,2873,中
104,馬堀海岸１丁目公園,神奈川県横須賀市馬堀海岸1-30-1,街区公園,35.26215169,139.7017772,大津エリア,5185,中
105,阿部倉公園,神奈川県横須賀市阿部倉1506-1,街区公園,35.26191554,139.641039,衣笠エリア,657,小
106,馬堀海岸３丁目公園,神奈川県横須賀市馬堀海岸3-28,街区公園,35.2618199,139.7114492,大津エリア,4651,中
107,衣笠栄町４丁目第２公園,神奈川県横須賀市衣笠栄町4-5,街区公園,35.26180252,139.6562916,衣笠エリア,573,小
108,三春６丁目公園,神奈川県横須賀市三春町6-95-18,街区公園,35.26162156,139.681531,市役所エリア,1237,中
109,平作第２公園,神奈川県横須賀市平作8-3461,街区公園,35.2615625,139.6500777,衣笠エリア,1254,中
110,三春５丁目第２公園,神奈川県横須賀市三春町5-9,街区公園,35.2614938,139.6852956,市役所エリア,1979,中
111,池上３丁目公園,神奈川県横須賀市池上3-3629-2,街区公園,35.26146507,139.6464908,衣笠エリア,815,小
112,望洋台公園,神奈川県横須賀市望洋台36-357,街区公園,35.26139228,139.6657876,市役所エリア,1963,中
113,衣笠栄町第２公園,神奈川県横須賀市衣笠栄町3-67,街区公園,35.26133012,139.6603086,衣笠エリア,305,小
114,すみれ公園,神奈川県横須賀市平作8-3535,街区公園,35.26102512,139.6493971,衣笠エリア,1854,中
115,馬堀海岸２丁目公園,神奈川県横須賀市馬堀海岸2-24,街区公園,35.26087029,139.7037711,大津エリア,999,小
116,公郷６丁目公園,神奈川県横須賀市公郷町6-20,街区公園,35.26074265,139.6774139,衣笠エリア,2498,中
117,三春５丁目第３公園,神奈川県横須賀市三春町5-29-28,街区公園,35.26073701,139.687122,市役所エリア,1143,中
118,馬堀海岸２丁目第２公園,神奈川県横須賀市馬堀海岸2-28,街区公園,35.26055445,139.7060915,大津エリア,1673,中
119,大津５丁目公園,神奈川県横須賀市大津町5-47,街区公園,35.26039773,139.6963036,大津エリア,346,小
120,走水公園,神奈川県横須賀市走水2-950-30,街区公園,35.26031961,139.7344353,大津エリア,2765,中
121,衣笠栄町２丁目公園,神奈川県横須賀市衣笠栄町2-56,街区公園,35.26014092,139.6622525,衣笠エリア,946,小
122,平作公園,神奈川県横須賀市平作7-3120-1,街区公園,35.26003524,139.6535284,衣笠エリア,3926,中
123,馬堀海岸４丁目公園,神奈川県横須賀市馬堀海岸4-88,街区公園,35.25994179,139.7122795,大津エリア,1765,中
124,大津おりょうさん公園（旧大津３丁目）,神奈川県横須賀市大津町3-51-2,街区公園,35.25972906,139.6861789,大津エリア,424,小
125,栄地谷公園,神奈川県横須賀市平作5-1544-65,街区公園,35.25950395,139.6466915,衣笠エリア,1261,中
126,三春５丁目公園,神奈川県横須賀市三春町5-72-1,街区公園,35.25938457,139.6832717,市役所エリア,1029,中
127,馬堀３丁目第２公園,神奈川県横須賀市馬堀町3-30-47,街区公園,35.25914695,139.7125964,大津エリア,139,小
128,馬堀４丁目公園,神奈川県横須賀市馬堀町4-5,街区公園,35.25900949,139.7141531,大津エリア,124,小
129,公郷第６公園,神奈川県横須賀市公郷町5-46-36,街区公園,35.25892932,139.6790223,衣笠エリア,400,小
130,公郷３丁目公園,神奈川県横須賀市公郷町3-60-61,街区公園,35.25867407,139.6728826,衣笠エリア,2412,中
131,矢の津公園,神奈川県横須賀市馬堀町2-35,街区公園,35.25867259,139.7058058,大津エリア,1370,中
132,馬堀４丁目第２公園,神奈川県横須賀市馬堀町4-5-134,街区公園,35.25865491,139.7145624,大津エリア,119,小
133,馬堀３丁目公園,神奈川県横須賀市馬堀町3-78-88,街区公園,35.25851064,139.7077404,大津エリア,970,小
134,衣笠栄町公園,神奈川県横須賀市衣笠栄町3-1-1,街区公園,35.25850929,139.6581953,衣笠エリア,3571,中
135,衣笠栄町１丁目公園,神奈川県横須賀市衣笠栄町1-45,街区公園,35.25838061,139.6636668,衣笠エリア,1174,中
136,馬堀４丁目第３公園,神奈川県横須賀市馬堀町4-5,街区公園,35.25832565,139.7156176,大津エリア,230,小
137,桜が丘１丁目第２公園,神奈川県横須賀市桜が丘1-41,街区公園,35.25827672,139.7020528,大津エリア,4621,中
138,公郷第２公園,神奈川県横須賀市公郷町3-92,街区公園,35.25825574,139.6738558,衣笠エリア,1313,中
139,公郷第５公園,神奈川県横須賀市公郷町5-111-3,街区公園,35.25812932,139.6794002,衣笠エリア,962,小
140,平作１丁目たぶのき公園,神奈川県横須賀市平作1-2953,街区公園,35.25731438,139.6523378,衣笠エリア,1423,中
141,小原台第４公園,神奈川県横須賀市小原台1583,街区公園,35.25717593,139.7288305,浦賀エリア,1438,中
142,公郷４丁目公園,神奈川県横須賀市公郷町4-65,街区公園,35.25709241,139.6752767,衣笠エリア,953,小
143,根岸第５公園,神奈川県横須賀市根岸町5-76,街区公園,35.25683836,139.6842848,大津エリア,992,小
144,小原台第２公園,神奈川県横須賀市小原台2097,街区公園,35.2567144,139.7270852,浦賀エリア,785,小
145,小原台第５公園,神奈川県横須賀市小原台1674,街区公園,35.25661815,139.7288686,浦賀エリア,150,小
146,湘南国際村１丁目公園,神奈川県横須賀市湘南国際村1-3209,街区公園,35.25659673,139.6092409,西エリア,8500,中
147,小原台第３公園,神奈川県横須賀市小原台2097,街区公園,35.25642243,139.7278049,浦賀エリア,513,小
148,公郷第３公園,神奈川県横須賀市公郷町3-121-4,街区公園,35.25638475,139.6723827,衣笠エリア,976,小
149,池田１丁目第４公園,神奈川県横須賀市池田町1-6,街区公園,35.25619076,139.6958474,大津エリア,1892,中
150,浦賀１丁目公園,神奈川県横須賀市浦賀1-2,街区公園,35.25618798,139.7093816,浦賀エリア,1002,中
151,桜が丘２丁目第３公園,神奈川県横須賀市桜が丘2-13-1,街区公園,35.25603363,139.7083058,大津エリア,5184,中
152,貞昌寺公園,神奈川県横須賀市馬堀町1-93,街区公園,35.25586723,139.6980844,大津エリア,1527,中
153,公郷公園,神奈川県横須賀市公郷町2-14,街区公園,35.25582689,139.668196,衣笠エリア,689,小
154,鴨居３丁目公園,神奈川県横須賀市鴨居3-961,街区公園,35.25568514,139.734422,浦賀エリア,7051,中
155,桜が丘２丁目第２公園,神奈川県横須賀市桜が丘2-92,街区公園,35.25560996,139.7036857,大津エリア,867,小
156,桜が丘２丁目公園,神奈川県横須賀市桜が丘2-5,街区公園,35.25560112,139.705459,大津エリア,2970,中
157,鴨居３丁目第３公園,神奈川県横須賀市鴨居3-1359,街区公園,35.25556611,139.7316488,浦賀エリア,663,小
158,浦上台トンネルの上公園,神奈川県横須賀市浦上台3-52,街区公園,35.25550975,139.7138651,浦賀エリア,1293,中
159,桜が丘１丁目第３公園,神奈川県横須賀市桜が丘1-91,街区公園,35.25548777,139.7023804,大津エリア,2036,中
160,公郷第４公園,神奈川県横須賀市公郷町1-51-1,街区公園,35.25510911,139.671757,衣笠エリア,1376,中
161,根岸第２公園,神奈川県横須賀市根岸町4-15,街区公園,35.25485349,139.6795945,大津エリア,2395,中
162,桜が丘１丁目公園,神奈川県横須賀市桜が丘1-35,街区公園,35.2548252,139.7000603,大津エリア,4669,中
163,池田１丁目第３公園,神奈川県横須賀市池田町1-6,街区公園,35.25467087,139.6958613,大津エリア,3145,中
164,つくし公園,神奈川県横須賀市公郷町4-9,街区公園,35.2546447,139.6752459,衣笠エリア,1652,中
165,小原台公園,神奈川県横須賀市小原台25,街区公園,35.25458399,139.7271276,浦賀エリア,1534,中
166,二葉１丁目公園,神奈川県横須賀市二葉1-2196,街区公園,35.25378085,139.7203008,浦賀エリア,350,小
167,浦賀公園,神奈川県横須賀市浦上台2-27,街区公園,35.25357801,139.7121806,浦賀エリア,1490,中
168,池田１丁目公園,神奈川県横須賀市池田町1-65,街区公園,35.25346006,139.6934225,大津エリア,3261,中
169,鴨居１丁目公園,神奈川県横須賀市鴨居1-21,街区公園,35.25265382,139.7263899,浦賀エリア,2261,中
170,吉井４丁目公園,神奈川県横須賀市吉井4-8,街区公園,35.25264034,139.7016554,浦賀エリア,1998,中
171,鴨居３丁目第２公園,神奈川県横須賀市鴨居3-777,街区公園,35.25219815,139.7349016,浦賀エリア,642,小
172,浦賀３丁目公園,神奈川県横須賀市浦賀3-4,街区公園,35.2521927,139.7094375,浦賀エリア,1312,中
173,小矢部１丁目第２公園,神奈川県横須賀市小矢部1-1366,街区公園,35.2518994,139.6698295,衣笠エリア,5640,中
174,池田１丁目第２公園,神奈川県横須賀市池田町1-44,街区公園,35.25176777,139.694029,大津エリア,3248,中
175,根岸第３公園,神奈川県横須賀市根岸町3-18,街区公園,35.25154425,139.6818242,大津エリア,2200,中
176,根岸第４公園,神奈川県横須賀市根岸町1-55,街区公園,35.25143689,139.6864342,大津エリア,2299,中
177,森崎２丁目公園,神奈川県横須賀市森崎2-399,街区公園,35.25113876,139.6781093,衣笠エリア,1219,中
178,みかん台公園,神奈川県横須賀市鴨居1-2547,街区公園,35.25107854,139.7285353,浦賀エリア,1780,中
179,浦賀３丁目第２公園,神奈川県横須賀市浦賀3-30,街区公園,35.25098661,139.7107079,浦賀エリア,1779,中
180,鴨居公園,神奈川県横須賀市鴨居3-691,街区公園,35.2509635,139.7316824,浦賀エリア,1753,中
181,立野公園,神奈川県横須賀市二葉1-2196,街区公園,35.25085443,139.7229395,浦賀エリア,2948,中
182,吉井４丁目第２公園,神奈川県横須賀市吉井4-18,街区公園,35.25073583,139.7040336,浦賀エリア,8686,中
183,吉井３丁目公園,神奈川県横須賀市吉井3-16,街区公園,35.25065843,139.6986947,浦賀エリア,797,小
184,秋谷公園,神奈川県横須賀市秋谷4540,街区公園,35.25063333,139.5920937,西エリア,625,小
185,みかん台第２公園,神奈川県横須賀市鴨居1-2578,街区公園,35.25059698,139.7271731,浦賀エリア,621,小
186,秋谷第２公園,神奈川県横須賀市秋谷5260,街区公園,35.2504551,139.5911415,西エリア,1037,中
187,池田３丁目公園,神奈川県横須賀市池田町3-9,街区公園,35.25024995,139.6949862,大津エリア,12950,大
188,小矢部１丁目第３公園,神奈川県横須賀市小矢部1-1369,街区公園,35.25003543,139.6697143,衣笠エリア,1409,中
189,早稲田公園,神奈川県横須賀市二葉2-2277,街区公園,35.24958725,139.7208543,浦賀エリア,1174,中
190,池田第２公園,神奈川県横須賀市池田町6-49,街区公園,35.24957157,139.6929085,大津エリア,245,小
191,森崎公園,神奈川県横須賀市森崎1-7-12,街区公園,35.2495285,139.6825036,衣笠エリア,1141,中
192,池田公園,神奈川県横須賀市池田町2-11,街区公園,35.24931585,139.6940122,大津エリア,664,小
193,浦賀５丁目第４公園,神奈川県横須賀市浦賀5-60,街区公園,35.24919839,139.7096895,浦賀エリア,1352,中
194,森崎６丁目公園,神奈川県横須賀市森崎6-1287,街区公園,35.24910378,139.6730675,衣笠エリア,643,小
195,吉井２丁目第３公園,神奈川県横須賀市吉井2-14,街区公園,35.24906302,139.7020913,浦賀エリア,998,小
196,池田第３公園,神奈川県横須賀市池田町6-80,街区公園,35.24863359,139.6904096,大津エリア,1137,中
197,鴨居２丁目第２公園,神奈川県横須賀市鴨居2-286,街区公園,35.24825356,139.7303533,浦賀エリア,591,小
198,森崎４丁目公園,神奈川県横須賀市森崎4-1731,街区公園,35.24801568,139.6734952,衣笠エリア,1014,中
199,久留和公園,神奈川県横須賀市秋谷4424,街区公園,35.24799859,139.5926246,西エリア,1173,中
200,浦賀５丁目公園,神奈川県横須賀市浦賀5-33,街区公園,35.24798684,139.7048292,浦賀エリア,2282,中
201,鴨居１丁目第２公園,神奈川県横須賀市鴨居1-2825,街区公園,35.24791099,139.7251544,浦賀エリア,335,小
202,吉井２丁目第２公園,神奈川県横須賀市吉井2-7,街区公園,35.24778934,139.7003239,浦賀エリア,7436,中
203,池田第４公園,神奈川県横須賀市池田町6-61,街区公園,35.24769579,139.6896901,大津エリア,4914,中
204,浦賀５丁目第３公園,神奈川県横須賀市浦賀5-50,街区公園,35.24764574,139.7068836,浦賀エリア,1141,中
205,吉井１丁目公園,神奈川県横須賀市吉井1-161,街区公園,35.24746485,139.7034217,浦賀エリア,2484,中
206,山手中央公園,神奈川県横須賀市吉井2-5,近隣公園,35.24744281,139.6978708,浦賀エリア,10212,大
207,森崎６丁目第２公園,神奈川県横須賀市森崎6-1287,街区公園,35.24726811,139.6695732,衣笠エリア,1750,中
208,鴨居第４公園,神奈川県横須賀市鴨居2-157,街区公園,35.24719401,139.7283542,浦賀エリア,960,小
209,小矢部３丁目公園,神奈川県横須賀市小矢部3-1249,街区公園,35.24707011,139.6661829,衣笠エリア,435,小
210,池田第５公園,神奈川県横須賀市池田町6-90,街区公園,35.2469296,139.6908608,大津エリア,1866,中
211,浦賀５丁目第５公園,神奈川県横須賀市浦賀5-87,街区公園,35.24689399,139.709102,浦賀エリア,3968,中
212,森崎第２公園,神奈川県横須賀市森崎3-296,街区公園,35.2467583,139.6780925,衣笠エリア,1887,中
213,池田３丁目第２公園,神奈川県横須賀市池田町3-2,街区公園,35.24654585,139.6956838,大津エリア,7099,中
214,鴨居２丁目公園,神奈川県横須賀市鴨居2-296,街区公園,35.24628519,139.731214,浦賀エリア,395,小
215,二葉２丁目公園,神奈川県横須賀市二葉2-2977,街区公園,35.24625357,139.7229155,浦賀エリア,329,小
216,二葉２丁目第２公園,神奈川県横須賀市二葉2-2984,街区公園,35.24622975,139.7247833,浦賀エリア,393,小
217,池田３丁目第３公園,神奈川県横須賀市池田町3-1,街区公園,35.24597954,139.6936113,大津エリア,12148,大
218,池田諏の宮前公園,神奈川県横須賀市池田町2-46,街区公園,35.24597359,139.6921431,大津エリア,451,小
219,浦賀５丁目第２公園,神奈川県横須賀市浦賀5-42,街区公園,35.24592453,139.7054158,浦賀エリア,6179,中
220,吉井２丁目公園,神奈川県横須賀市吉井2-6,街区公園,35.24575839,139.6994951,浦賀エリア,13203,大
221,東浦賀１丁目公園,神奈川県横須賀市東浦賀1-49-10,街区公園,35.24572693,139.7200715,浦賀エリア,637,小
222,池田５丁目公園,神奈川県横須賀市池田町5-29,街区公園,35.24538027,139.6902273,大津エリア,1427,中
223,森崎５丁目公園,神奈川県横須賀市森崎5-121,街区公園,35.24532661,139.6668069,衣笠エリア,3110,中
224,森崎第３公園,神奈川県横須賀市森崎4-1748,街区公園,35.24529292,139.6735833,衣笠エリア,7110,中
225,浦賀丘２丁目公園,神奈川県横須賀市浦賀丘2-3,街区公園,35.24509887,139.7132098,浦賀エリア,2292,中
226,鴨居第２公園,神奈川県横須賀市鴨居2-142,街区公園,35.24455967,139.7279587,浦賀エリア,632,小
227,森崎３丁目公園,神奈川県横須賀市森崎3-405,街区公園,35.24455637,139.6755125,衣笠エリア,644,小
228,衣笠町公園,神奈川県横須賀市衣笠町28,街区公園,35.24398598,139.6608154,衣笠エリア,146,小
229,浦賀７丁目公園,神奈川県横須賀市浦賀7-1-1,街区公園,35.2439118,139.7148007,浦賀エリア,3958,中
230,衣笠住吉公園,神奈川県横須賀市衣笠町74,街区公園,35.24326589,139.6604224,衣笠エリア,2192,中
231,東浦賀２丁目公園,神奈川県横須賀市東浦賀2-70-10,街区公園,35.24312074,139.7240348,浦賀エリア,1533,中
232,鴨居第３公園,神奈川県横須賀市鴨居2-40,街区公園,35.24286091,139.7304755,浦賀エリア,2234,中
233,浦賀丘１丁目公園,神奈川県横須賀市浦賀丘1-29,街区公園,35.24264956,139.7103254,浦賀エリア,4769,中
234,舟倉２丁目公園,神奈川県横須賀市舟倉2-330,街区公園,35.2426386,139.6993227,久里浜エリア,820,小
235,浦賀丘１丁目第２公園,神奈川県横須賀市浦賀丘1-31,街区公園,35.24253043,139.7076392,浦賀エリア,675,小
236,浦賀丘３丁目公園,神奈川県横須賀市浦賀丘3-31,街区公園,35.24244432,139.715415,浦賀エリア,1336,中
237,大矢部公園,神奈川県横須賀市大矢部2-14,街区公園,35.24222784,139.6759791,衣笠エリア,3253,中
238,東浦賀公園,神奈川県横須賀市東浦賀2-70-4,街区公園,35.24165594,139.7252742,浦賀エリア,1052,中
239,浦賀ひまわり公園(旧西浦賀３丁目）,神奈川県横須賀市浦賀丘1-104-27,街区公園,35.2411042,139.7086197,浦賀エリア,953,小
240,佐原公園,神奈川県横須賀市佐原1-12,街区公園,35.24069116,139.6797629,久里浜エリア,1595,中
241,佐原３丁目公園,神奈川県横須賀市佐原3-4,街区公園,35.24064009,139.6841199,久里浜エリア,2027,中
242,光風台第２公園(旧西浦賀第２),神奈川県横須賀市光風台20,街区公園,35.24051233,139.7120961,浦賀エリア,1250,中
243,佐原４丁目公園,神奈川県横須賀市佐原4-2,街区公園,35.24032816,139.6846808,久里浜エリア,669,小
244,佐原４丁目第２公園,神奈川県横須賀市佐原4-7,街区公園,35.2397596,139.6871767,久里浜エリア,1005,中
245,大矢部第２公園,神奈川県横須賀市大矢部3-12-1,街区公園,35.23964235,139.6723522,衣笠エリア,1797,中
246,腹切松公園,神奈川県横須賀市大矢部5-855,街区公園,35.23953085,139.6706728,衣笠エリア,1029,中
247,光風台公園（旧西浦賀）,神奈川県横須賀市光風台20,街区公園,35.23948234,139.7091583,浦賀エリア,991,小
248,山科台公園,神奈川県横須賀市山科台23-14,近隣公園,35.23941305,139.6584048,西エリア,23035,大
249,大矢部３丁目第３公園,神奈川県横須賀市大矢部3-677-84,街区公園,35.23926192,139.6734931,衣笠エリア,259,小
250,佐原３丁目第２公園,神奈川県横須賀市佐原3-1172,街区公園,35.23922552,139.6811988,久里浜エリア,471,小
251,大矢部中尾公園,神奈川県横須賀市大矢部5-25-13,街区公園,35.23893913,139.6681304,衣笠エリア,751,小
252,秋谷２丁目公園,神奈川県横須賀市秋谷2-280,街区公園,35.2385517,139.6024154,西エリア,285,小
253,南浦賀公園,神奈川県横須賀市南浦賀4,街区公園,35.23854797,139.7150626,浦賀エリア,690,小
254,大矢部３丁目第２公園,神奈川県横須賀市大矢部3-22-1,街区公園,35.23854738,139.6775236,衣笠エリア,1000,中
255,若風公園（旧舟倉第２）,神奈川県横須賀市光風台1,街区公園,35.23822865,139.7082199,浦賀エリア,3335,中
256,佐原４丁目第３公園,神奈川県横須賀市佐原4-235,街区公園,35.23793599,139.6907316,久里浜エリア,1669,中
257,光風台第３公園（旧西浦賀第３）,神奈川県横須賀市光風台20,街区公園,35.23777063,139.7110397,浦賀エリア,2094,中
258,西浦賀海岸公園,神奈川県横須賀市西浦賀4-8,街区公園,35.23763836,139.7216505,浦賀エリア,1563,中
259,若宮台第２公園（旧舟倉第３）,神奈川県横須賀市若宮台2017,街区公園,35.23750365,139.7026143,久里浜エリア,501,小
260,若宮台公園（旧舟倉）,神奈川県横須賀市若宮台90,街区公園,35.23673236,139.704872,久里浜エリア,926,小
261,南浦賀第２公園,神奈川県横須賀市南浦賀15,街区公園,35.23670047,139.7145097,浦賀エリア,611,小
262,久比里１丁目公園,神奈川県横須賀市久比里1-433,街区公園,35.23643517,139.7079764,久里浜エリア,636,小
263,大矢部３丁目公園,神奈川県横須賀市大矢部3-582-13,街区公園,35.23630945,139.675352,衣笠エリア,3559,中
264,秋谷１丁目公園,神奈川県横須賀市秋谷1-724,街区公園,35.23591407,139.6078516,西エリア,243,小
265,大矢部４丁目公園,神奈川県横須賀市大矢部4-553-120,街区公園,35.23577351,139.6742228,衣笠エリア,401,小
266,久里浜台１丁目公園,神奈川県横須賀市久里浜台1-18,街区公園,35.23542188,139.7139702,久里浜エリア,1612,中
267,久里浜台２丁目公園,神奈川県横須賀市久里浜台2-25,街区公園,35.23514605,139.7161056,久里浜エリア,1131,中
268,久比里公園,神奈川県横須賀市久比里2-392,街区公園,35.23484738,139.7078047,久里浜エリア,258,小
269,佐原３丁目第３公園,神奈川県横須賀市佐原3-1328,街区公園,35.23474388,139.6793715,久里浜エリア,1286,中
270,佐原太郎崎公園,神奈川県横須賀市佐原5-285,街区公園,35.23468243,139.6936692,久里浜エリア,625,小
271,久里浜台２丁目第２公園,神奈川県横須賀市久里浜台2-33,街区公園,35.2334474,139.7149221,久里浜エリア,3316,中
272,岩戸４丁目第２公園,神奈川県横須賀市岩戸4-73,街区公園,35.23244762,139.6704656,久里浜エリア,697,小
273,岩戸５丁目公園,神奈川県横須賀市岩戸5-10,街区公園,35.2319387,139.6649535,久里浜エリア,4340,中
274,久里浜２丁目第２公園,神奈川県横須賀市久里浜2-2,街区公園,35.23117452,139.6962966,久里浜エリア,473,小
275,長瀬公園,神奈川県横須賀市長瀬2-162,街区公園,35.23055229,139.7175649,久里浜エリア,3081,中
276,久里浜２丁目公園,神奈川県横須賀市久里浜2-18,街区公園,35.23043378,139.6980377,久里浜エリア,336,小
277,久里浜５丁目第２公園,神奈川県横須賀市久里浜5-1790,街区公園,35.23026683,139.7061864,久里浜エリア,784,小
278,長坂公園,神奈川県横須賀市長坂3-2035,街区公園,35.23006808,139.6302615,西エリア,4541,中
279,武１丁目第５公園,神奈川県横須賀市武1-1281,街区公園,35.23005706,139.6543499,西エリア,302,小
280,武１丁目第４公園,神奈川県横須賀市武1-2044,街区公園,35.22997758,139.6555929,西エリア,178,小
281,粟田１丁目第３公園,神奈川県横須賀市粟田1-1312,街区公園,35.22984218,139.6796972,北下浦エリア,594,小
282,佐島の丘第４公園,神奈川県横須賀市佐島の丘1-1-3,近隣公園,35.22956181,139.6162232,西エリア,14066,大
283,八幡公園,神奈川県横須賀市久里浜4-74,街区公園,35.22952459,139.7019697,久里浜エリア,927,小
284,芦名１丁目公園,神奈川県横須賀市芦名1-375,街区公園,35.22947665,139.6036375,西エリア,197,小
285,武５丁目第３公園,神奈川県横須賀市武5-1142,街区公園,35.22947546,139.6492498,西エリア,4960,中
286,岩戸４丁目公園,神奈川県横須賀市岩戸4-58,街区公園,35.22939266,139.6702766,久里浜エリア,6163,中
287,武１丁目第３公園,神奈川県横須賀市武1-1317,街区公園,35.22920157,139.6527545,西エリア,168,小
288,長瀬第２公園,神奈川県横須賀市長瀬1-13,街区公園,35.22841736,139.7162022,久里浜エリア,378,小
289,岩戸３丁目公園,神奈川県横須賀市岩戸3-364,街区公園,35.22841333,139.6745445,久里浜エリア,13054,大
290,岩戸３丁目第２公園,神奈川県横須賀市岩戸3-364,街区公園,35.22832273,139.6722864,久里浜エリア,686,小
291,長瀬第３公園,神奈川県横須賀市長瀬1-9,街区公園,35.22827248,139.7152499,久里浜エリア,1144,中
292,武１丁目第２公園,神奈川県横須賀市武1-1843,街区公園,35.22821576,139.6553144,西エリア,404,小
293,長瀬第４公園,神奈川県横須賀市長瀬1-3,街区公園,35.22816715,139.7140202,久里浜エリア,601,小
294,久里浜５丁目公園,神奈川県横須賀市久里浜5-621,街区公園,35.22814501,139.7051458,久里浜エリア,379,小
295,粟田１丁目公園,神奈川県横須賀市粟田1-1228,街区公園,35.22810056,139.6803042,北下浦エリア,2146,中
296,粟田１丁目第２公園,神奈川県横須賀市粟田1-1257-46,街区公園,35.22799694,139.6774403,北下浦エリア,568,小
297,ハイランド３丁目第２公園,神奈川県横須賀市ハイランド3-1336,街区公園,35.22784992,139.6850511,久里浜エリア,717,小
298,武５丁目第２公園,神奈川県横須賀市武5-1108,街区公園,35.22778498,139.6476436,西エリア,1516,中
299,佐島の丘第３公園,神奈川県横須賀市佐島の丘2-757,街区公園,35.22775565,139.6105437,西エリア,1072,中
300,武５丁目公園,神奈川県横須賀市武5-1033,街区公園,35.22768734,139.6444897,西エリア,1160,中
301,長坂第２公園,神奈川県横須賀市長坂3-790,街区公園,35.22746537,139.6273832,西エリア,1827,中
302,武１丁目公園,神奈川県横須賀市武1-1520,街区公園,35.22728614,139.6516344,西エリア,755,小
303,粟田２丁目第５公園,神奈川県横須賀市粟田2-1247,街区公園,35.2270599,139.678851,北下浦エリア,944,小
304,長坂第３公園,神奈川県横須賀市長坂3-790,街区公園,35.22701939,139.62552,西エリア,1874,中
305,久里浜公園,神奈川県横須賀市久里浜6-642-6,街区公園,35.22662477,139.7071511,久里浜エリア,5871,中
306,八幡第２公園,神奈川県横須賀市久里浜3-93,街区公園,35.22655668,139.6985089,久里浜エリア,2106,中
307,粟田２丁目第３公園,神奈川県横須賀市粟田2-1209,街区公園,35.22622701,139.6820271,北下浦エリア,1100,中
308,久里浜６丁目公園,神奈川県横須賀市久里浜6-1720,街区公園,35.22605503,139.7065172,久里浜エリア,993,小
309,ハイランド３丁目公園,神奈川県横須賀市ハイランド3-1427,街区公園,35.2260182,139.687881,久里浜エリア,946,小
